age,annual_income,monthly_expense,chequing_balance,savings_balance,is_home_owner,is_student,occupation,investment_risk_profile,debt_amount,has_credit_card,tfsa_limit,tfsa_invested,fhsa_limit,fhsa_invested,rrsp_limit,rrsp_invested,unregistered_balance,financial_goals,financial_success
25,142182.28,4188.4,11915.97,33262.47,False,True,Part-Time,Medium,0.0,True,49000,58510.94,39806.08,7367.48,32870.06,38967.38,54369.27,[],0.6285714285714286
22,87188.75,3373.75,17546.51,18739.75,True,True,Unemployed,Low,0.0,True,28000,7432.22,2507.61,32210.17,16164.39,5521.88,46785.01,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.6171428571428571
35,73588.97,4447.58,14683.52,25538.05,False,True,Part-Time,Medium,0.0,True,119000,123382.41,3447.09,27885.65,27009.74,22261.51,72542.07,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.5142857142857142
81,78443.43,3299.84,6201.57,42833.84,True,False,Self-Employed,High,0.0,True,441000,515558.59,12300.51,21012.68,46196.62,6286.04,51791.33,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.42857142857142855
19,87898.11,4481.15,16461.61,22792.23,True,True,Unemployed,Low,6804.83,True,7000,4698.6,1415.76,28211.47,16492.27,13102.8,89173.45,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.6
54,131013.75,1683.25,15423.46,11426.47,False,False,Retired,Medium,0.0,True,252000,151679.84,22157.98,6976.7,46329.68,28007.08,82466.09,"['pay_off_debt', 'invest_for_retirement']",0.9142857142857143
44,91787.16,3452.07,11279.99,47388.69,True,False,Unemployed,Medium,0.0,False,182000,1082.44,26815.53,34276.64,37884.56,14482.89,89678.23,[],0.7142857142857143
23,133846.32,4988.41,19991.63,10464.52,True,True,Unemployed,Low,0.0,True,35000,24915.04,24212.84,13146.98,39964.34,41245.67,98444.14,['invest_for_retirement'],0.6571428571428571
91,134645.12,1677.52,19992.74,25704.24,True,False,Self-Employed,Low,0.0,True,511000,565020.78,18803.95,2413.06,20912.21,49997.21,49212.19,"['invest_for_retirement', 'buy_a_home']",0.6
23,92400.94,1328.6,19646.91,14846.6,True,True,Unemployed,Low,96176.9,True,35000,11522.28,30076.1,5181.34,46870.59,28210.73,31818.45,['pay_off_debt'],0.6285714285714286
48,52916.98,1548.87,2940.85,1009.2,True,False,Self-Employed,Low,0.0,True,210000,38058.52,7926.48,30570.42,18509.44,43578.76,23161.71,"['invest_for_retirement', 'buy_a_home']",0.5428571428571428
55,77852.69,1238.53,8133.88,4002.04,False,False,Employed,High,0.0,True,259000,44410.42,27596.23,6131.87,44162.51,20830.52,65198.0,"['invest_for_retirement', 'pay_off_debt']",0.9714285714285714
19,61417.43,1637.68,14699.58,26182.38,False,True,Unemployed,High,80909.32,True,7000,83.15,26373.65,7371.0,25840.86,17165.36,31542.77,['buy_a_home'],0.42857142857142855
56,34489.71,2742.68,6068.61,36083.09,True,False,Unemployed,High,0.0,False,266000,121454.7,3254.95,30402.62,33081.34,10666.53,27242.44,[],0.6
28,61802.0,2292.99,4642.98,6726.37,True,False,Employed,Medium,68384.95,True,70000,47768.46,6321.98,2394.46,31291.6,37634.11,43284.95,['buy_a_home'],0.4857142857142857
39,40271.33,1220.22,11012.7,13779.9,False,False,Unemployed,High,0.0,True,147000,74757.1,28400.51,32997.16,12761.8,6622.62,72447.56,"['pay_off_debt', 'buy_a_home']",0.7142857142857143
47,43140.96,2143.46,7843.23,28298.46,True,False,Retired,Medium,98358.28,True,203000,202474.32,3972.47,36164.71,3794.62,1643.13,79157.33,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.4
42,133438.36,1898.76,4992.28,7929.53,False,False,Employed,High,84999.41,True,168000,132495.92,18252.06,19636.6,30071.55,11855.83,14406.81,['invest_for_retirement'],0.7028571428571428
56,134943.07,1819.06,13269.63,7920.4,True,False,Employed,High,0.0,True,266000,74039.05,1829.88,33126.19,8323.45,20710.26,68846.61,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.7142857142857143
32,121513.12,2549.08,18117.71,1668.91,False,False,Unemployed,Medium,52074.59,True,98000,53886.8,7677.86,25977.62,45824.93,7023.58,87223.86,['pay_off_debt'],0.7142857142857143
33,93399.29,921.3,5324.2,13402.31,False,False,Employed,Low,0.0,True,105000,76346.86,626.13,32821.09,34566.91,9434.43,89576.44,['invest_for_retirement'],0.6742857142857143
33,140200.73,2629.19,16397.71,26697.23,False,False,Employed,High,75814.17,True,105000,103675.52,20659.25,33644.33,15338.83,16984.66,82212.81,[],0.45714285714285713
28,76242.14,2055.22,16950.08,26474.55,False,False,Retired,Medium,78718.85,True,70000,28769.95,12571.25,35015.46,44115.84,47095.98,84140.88,[],0.22857142857142856
27,87969.41,2735.74,13875.69,12636.32,False,False,Unemployed,Medium,29277.04,True,63000,4029.8,1651.78,9563.11,1624.7,3417.79,21184.22,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.5714285714285714
93,35350.18,4359.82,12337.54,24052.76,True,False,Self-Employed,Medium,78553.41,True,525000,284952.85,37168.33,33243.25,1456.43,36629.92,39449.0,[],0.45714285714285713
29,57545.15,2673.07,8763.14,39010.98,False,False,Self-Employed,Medium,77562.88,True,77000,14513.88,10534.85,36752.75,19481.93,43626.67,65585.62,[],0.22857142857142856
22,100564.62,2891.26,16849.03,4607.7,False,True,Unemployed,High,0.0,True,28000,20093.44,36160.2,37220.47,39452.25,41868.61,80488.91,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.5142857142857142
43,32466.5,3660.12,11673.08,46673.6,True,False,Retired,High,95548.56,True,175000,119557.64,310.1,18983.93,12259.19,13422.49,45405.01,"['buy_a_home', 'pay_off_debt']",0.22857142857142856
35,93175.45,1466.72,16194.54,44171.27,False,False,Self-Employed,High,0.0,True,119000,122456.5,1215.22,13736.29,12697.74,42710.62,49562.25,[],0.45714285714285713
20,147917.48,3097.12,18326.2,23084.48,False,True,Part-Time,Low,0.0,True,14000,8951.72,26453.31,11787.38,10637.8,2174.87,10493.84,"['pay_off_debt', 'buy_a_home']",0.8285714285714286
28,145410.36,2128.0,18106.47,30528.33,False,True,Part-Time,Low,0.0,False,70000,73775.68,15452.07,15915.46,8332.35,16842.84,79701.31,"['buy_a_home', 'pay_off_debt']",0.45714285714285713
61,130441.82,4975.29,12978.07,42563.81,True,False,Unemployed,Medium,71133.1,True,301000,108803.96,7438.62,26771.94,26097.24,9185.39,43990.58,['invest_for_retirement'],0.6457142857142857
34,64905.24,4163.94,17017.83,1795.49,True,False,Employed,Medium,0.0,True,112000,73285.36,7380.85,10810.18,48507.7,45454.85,88412.03,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.6
34,47126.09,2049.78,10121.01,6773.67,True,True,Part-Time,Medium,98990.03,True,112000,56385.25,2216.51,39908.02,48010.08,30479.31,57304.63,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.45714285714285713
63,34743.16,3562.8,6046.3,41909.0,False,False,Unemployed,High,42591.18,False,315000,212892.76,36209.46,33086.48,15614.55,24198.99,4158.28,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.37142857142857144
61,34080.05,4289.79,14262.03,46018.36,True,False,Retired,High,0.0,True,301000,208558.07,31181.66,1303.24,47286.91,13745.72,89611.21,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.7028571428571428
25,44340.97,3092.7,12144.36,15934.66,True,True,Part-Time,Low,0.0,True,49000,43851.37,23839.19,17964.53,27395.44,34435.95,83087.0,[],0.5428571428571428
64,94491.28,4129.99,12430.33,20932.59,False,False,Self-Employed,High,0.0,True,322000,345706.91,33615.63,28085.05,49779.07,40984.67,6143.5,"['buy_a_home', 'invest_for_retirement']",0.7142857142857143
41,123642.26,2339.58,6719.51,14935.19,False,False,Employed,Medium,0.0,True,161000,23496.5,16263.71,13087.53,40454.54,22917.4,35397.49,"['buy_a_home', 'invest_for_retirement']",0.9714285714285714
56,108435.76,3055.6,4055.66,22679.17,True,False,Employed,Low,45922.08,False,266000,185501.24,23735.96,5088.15,45696.93,33925.12,88780.87,['buy_a_home'],0.8571428571428571
20,149494.48,589.75,17731.81,49841.68,True,True,Part-Time,Low,52092.3,True,14000,5478.56,25868.83,10485.57,1677.64,48835.9,95575.59,['invest_for_retirement'],0.5428571428571428
69,98821.37,1981.46,14266.06,41892.61,False,False,Retired,Medium,0.0,True,357000,136625.33,14092.46,31852.03,2231.92,12793.57,23003.11,"['invest_for_retirement', 'buy_a_home']",0.6285714285714286
46,87582.55,4750.82,2685.31,44093.44,False,False,Retired,Low,15254.95,True,196000,194099.9,2651.65,5271.25,6414.57,14999.69,8427.49,[],0.6
30,47328.02,2665.64,1190.29,818.57,False,False,Unemployed,High,0.0,False,84000,65059.79,22515.65,19963.1,31063.72,42245.86,4958.05,"['pay_off_debt', 'buy_a_home']",0.5714285714285714
33,125085.94,1809.65,17951.04,39064.41,True,False,Unemployed,Low,0.0,True,105000,73214.27,13388.6,26794.34,43767.35,6343.2,58430.99,['invest_for_retirement'],0.6571428571428571
55,120185.8,3178.25,925.11,14770.06,True,False,Unemployed,High,76395.38,True,259000,98788.03,32131.58,15838.82,21954.98,49520.97,31487.32,[],0.6571428571428571
46,67578.69,579.34,18180.71,33448.05,False,False,Employed,Medium,71206.17,True,196000,86328.77,30882.01,29758.16,25750.25,23160.08,37939.08,['pay_off_debt'],0.6857142857142857
21,35580.32,4000.43,13674.63,22248.29,False,True,Unemployed,Low,0.0,True,21000,23240.34,30803.18,38759.7,12535.96,15547.39,47061.58,"['invest_for_retirement', 'buy_a_home']",0.37142857142857144
19,137639.81,1601.02,19365.47,27404.83,True,True,Part-Time,Low,50884.65,True,7000,7065.92,20942.27,2644.89,23193.55,23271.44,87095.3,['buy_a_home'],0.5142857142857142
40,76225.69,3487.57,1772.57,48018.8,False,False,Unemployed,High,0.0,True,154000,154652.04,13465.91,5843.37,604.31,19766.57,79394.85,[],0.4857142857142857
24,77099.42,3057.0,13178.04,451.45,False,True,Unemployed,High,82598.99,False,42000,18875.61,4791.86,37266.19,35257.38,42730.36,86292.41,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.2571428571428571
28,87771.66,4503.03,3452.72,48810.37,True,False,Retired,Low,0.0,True,70000,17250.27,30067.16,30675.85,31265.05,40165.89,97578.82,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.4857142857142857
45,69726.61,2707.42,2111.4,20404.04,False,False,Retired,Low,23010.93,True,189000,115548.4,17826.87,31059.13,33258.85,9746.98,19177.96,['pay_off_debt'],0.7142857142857143
19,98220.24,1969.72,6569.05,7587.55,False,True,Unemployed,High,0.0,False,7000,6293.9,22187.42,35134.69,34684.89,29241.28,45364.53,[],0.7142857142857143
23,42846.46,2739.26,1791.98,41341.8,False,True,Part-Time,Low,0.0,True,35000,1399.72,281.5,35014.96,3558.01,45029.26,64677.08,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.3142857142857143
92,125190.97,3786.38,16863.0,12489.85,True,False,Employed,Low,19887.33,True,518000,421044.33,19055.63,9830.95,41741.37,30306.01,60098.24,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.9428571428571428
20,92723.29,2604.72,17604.06,40313.67,False,True,Unemployed,Low,0.0,True,14000,7303.64,35536.8,1472.67,46505.62,32570.48,28082.91,['pay_off_debt'],0.7142857142857143
33,122227.04,1970.08,10672.12,8087.19,True,False,Self-Employed,Medium,0.0,True,105000,66095.2,33176.93,9496.25,20259.79,3503.77,50863.64,[],1.0
30,139608.82,1725.92,10895.14,28381.33,True,False,Self-Employed,Low,28551.12,True,84000,12057.87,5197.6,24658.15,21006.01,5948.38,70050.13,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.6742857142857143
70,94949.58,762.94,16797.5,26158.37,False,False,Retired,Low,30061.48,True,364000,76230.44,24975.96,28800.82,26500.81,29309.72,46081.45,[],0.5428571428571428
32,40988.45,1125.98,19644.91,49022.09,False,False,Self-Employed,High,44006.24,True,98000,41908.12,11401.34,30325.54,7203.7,40345.6,14343.23,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.34285714285714286
29,140663.02,4389.51,10576.69,47371.01,False,True,Unemployed,Medium,30641.46,False,77000,60991.95,3559.66,15992.69,36347.44,41060.57,96073.62,"['invest_for_retirement', 'buy_a_home']",0.45714285714285713
44,60371.19,3629.78,1049.94,46256.97,False,False,Self-Employed,Medium,13431.14,True,182000,134518.53,14330.87,17030.88,25603.52,1497.55,12179.52,['buy_a_home'],0.6
39,73795.88,952.68,16569.44,24044.01,False,False,Unemployed,Medium,57094.49,True,147000,77075.13,24296.71,31005.59,38857.32,16280.74,75518.85,"['invest_for_retirement', 'pay_off_debt']",0.5142857142857142
31,41442.35,1067.93,3373.65,29106.33,False,False,Unemployed,High,82122.44,True,91000,25098.02,33532.79,23977.36,49397.96,13213.37,93780.16,['invest_for_retirement'],0.5028571428571429
61,32599.12,4554.95,8077.12,17169.55,False,False,Retired,High,71728.14,True,301000,178589.81,13900.04,33034.79,41732.68,13514.4,95486.86,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.38857142857142857
21,148808.44,1412.23,14051.22,13861.3,False,True,Unemployed,Low,98575.59,True,21000,10797.3,29314.51,6415.37,30231.38,12849.04,6643.78,"['invest_for_retirement', 'buy_a_home']",0.7142857142857143
22,45629.44,1964.26,19599.16,49755.42,False,False,Retired,Low,0.0,True,28000,19354.53,14932.61,7573.08,41926.32,15665.27,31951.88,"['buy_a_home', 'pay_off_debt']",0.6857142857142857
60,42259.34,4986.55,11785.8,817.26,True,False,Self-Employed,High,89982.29,True,294000,335882.9,13702.93,4662.68,3792.46,28324.57,51939.96,"['pay_off_debt', 'buy_a_home']",0.17142857142857143
91,99816.18,3669.26,18686.44,12994.46,True,False,Self-Employed,High,0.0,True,511000,170760.99,25009.26,19223.88,10758.87,8923.94,87750.74,[],0.9428571428571428
70,149531.71,3626.02,11779.01,9235.79,False,False,Unemployed,Low,49007.29,True,364000,273113.69,10310.69,39527.48,41815.39,40150.53,45064.7,['invest_for_retirement'],0.7428571428571429
27,129086.63,588.01,9287.13,21983.42,False,False,Self-Employed,High,44402.3,True,63000,608.13,5181.55,24560.58,9303.33,35133.62,36015.36,['pay_off_debt'],0.4857142857142857
35,110685.74,1461.42,4177.29,20192.2,False,False,Employed,High,0.0,True,119000,13834.27,25005.64,18875.54,11752.1,46506.19,81140.83,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.7142857142857143
29,30626.84,3341.92,697.18,8670.5,False,True,Unemployed,High,10000.6,True,77000,38098.3,23834.24,17911.04,34926.88,23240.5,73061.54,['buy_a_home'],0.5714285714285714
87,71829.77,3725.27,14950.43,30372.67,True,False,Self-Employed,Medium,15528.7,False,483000,409231.67,31769.18,1085.94,32812.86,30221.5,91210.22,[],0.8
59,102644.08,4358.73,10185.68,15206.89,True,False,Self-Employed,High,0.0,True,287000,313045.94,18214.68,13942.79,29409.69,24376.58,63865.25,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.6857142857142857
50,87293.97,3710.64,13620.66,13787.72,True,False,Retired,High,15023.27,True,224000,229126.79,3934.47,18731.26,30274.65,37215.93,78060.47,"['buy_a_home', 'pay_off_debt']",0.42857142857142855
48,58247.55,3214.9,6800.92,44850.87,False,False,Retired,Low,0.0,True,210000,20952.01,2739.47,17703.98,7707.5,21880.67,32842.47,"['pay_off_debt', 'buy_a_home']",0.5142857142857142
38,37721.56,3006.96,19891.65,39673.22,False,False,Retired,Medium,54363.13,True,140000,4440.75,34629.02,2552.57,9875.64,34770.14,31334.73,"['buy_a_home', 'invest_for_retirement']",0.2857142857142857
25,107425.82,648.64,4196.63,26254.94,True,False,Unemployed,High,69790.36,True,49000,47312.84,34898.06,1614.35,19336.59,43082.17,40625.73,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.6
22,38127.37,4811.78,6044.03,9897.7,True,True,Unemployed,High,0.0,True,28000,13890.09,14905.86,6350.2,9501.58,2483.41,70200.66,['invest_for_retirement'],0.6171428571428571
50,148835.02,2141.99,10986.03,11679.7,True,False,Unemployed,High,66684.26,False,224000,154334.92,33699.68,12245.65,21676.55,18367.96,61425.51,['pay_off_debt'],0.9142857142857143
39,71226.5,1510.58,14044.91,37570.16,True,False,Employed,Medium,83259.01,True,147000,115455.76,4525.6,35366.75,45594.15,9814.45,7013.34,"['invest_for_retirement', 'buy_a_home']",0.5028571428571429
44,115448.15,1632.35,15309.08,9863.19,False,False,Employed,High,10729.6,True,182000,213512.56,36772.0,29207.95,7092.37,35857.14,22568.91,['invest_for_retirement'],0.6
53,45875.44,3063.91,1191.66,17467.38,True,False,Self-Employed,High,70172.56,True,245000,230861.82,15440.91,5757.35,31236.33,17621.52,1183.11,[],0.6
46,43401.44,1809.61,2860.23,28.85,True,False,Employed,Low,49069.8,True,196000,122471.46,2573.71,36151.42,23645.99,10409.59,72378.92,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.37142857142857144
99,146613.66,3594.35,6655.64,31342.39,True,False,Employed,Low,0.0,True,567000,542342.92,28879.79,31720.45,23277.06,36287.46,18333.83,"['pay_off_debt', 'buy_a_home']",0.7142857142857143
65,107765.06,3700.35,1737.98,46396.69,False,False,Unemployed,High,18028.81,True,329000,223398.4,8920.42,14045.76,19992.85,9646.65,7776.57,"['invest_for_retirement', 'buy_a_home']",0.6857142857142857
48,89222.82,4090.41,17265.93,44225.87,False,False,Self-Employed,High,61845.66,True,210000,250681.57,32921.44,38412.71,16824.54,49837.09,50325.12,['pay_off_debt'],0.22857142857142856
38,133280.5,2216.51,12340.0,46394.06,False,False,Self-Employed,High,0.0,True,140000,152619.66,21262.15,19360.83,25420.51,10617.07,34290.5,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.7142857142857143
46,44830.58,4747.46,2704.23,10543.79,False,False,Unemployed,Medium,0.0,False,196000,63782.93,17109.74,37604.19,47510.92,32394.82,36140.03,['invest_for_retirement'],0.5714285714285714
22,43940.37,3921.68,6757.59,18238.5,True,True,Part-Time,Medium,0.0,True,28000,27617.63,13655.87,6228.29,4221.23,8706.76,5300.85,"['pay_off_debt', 'buy_a_home']",0.6857142857142857
36,119366.01,3604.44,11260.38,45638.75,True,False,Unemployed,Low,0.0,True,126000,95947.64,7651.71,39773.37,48189.26,37595.38,10869.41,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.7142857142857143
70,70453.94,1750.99,19774.62,8407.85,False,False,Employed,High,0.0,True,364000,39124.61,34441.43,32287.63,46464.11,16488.49,36602.64,[],0.9142857142857143
54,95642.31,594.58,12949.3,39020.48,True,False,Retired,High,31150.0,False,252000,198814.92,7736.98,518.48,12144.22,42392.76,71564.15,[],0.6857142857142857
60,56477.73,2962.16,19597.8,36581.46,False,False,Employed,High,7373.06,False,294000,310593.92,7665.12,17468.55,21690.03,11770.53,50396.47,[],0.4857142857142857
51,136166.46,4638.11,14401.78,11391.04,False,False,Employed,Low,0.0,True,231000,257570.64,17978.14,22665.6,40055.51,20531.75,72043.27,"['buy_a_home', 'pay_off_debt']",0.6
79,45548.3,4247.28,15254.29,33960.82,False,False,Unemployed,Low,0.0,True,427000,333249.34,13279.5,6460.78,14090.87,20473.24,89101.77,['pay_off_debt'],0.6857142857142857
58,62525.56,4416.88,18202.69,1737.2,False,False,Self-Employed,High,0.0,True,280000,186648.61,30747.97,15929.76,33629.75,29459.54,83898.39,[],0.8
21,106721.8,4477.87,4063.61,24768.56,False,True,Unemployed,Low,0.0,True,21000,3157.25,35111.41,25669.18,11996.72,14340.33,45970.57,"['invest_for_retirement', 'pay_off_debt']",0.6
29,144364.94,3585.47,19197.67,14015.11,False,False,Employed,Low,15722.67,True,77000,21213.45,56.18,26851.86,27601.7,25169.23,5033.05,['invest_for_retirement'],0.8571428571428571
28,40319.84,1620.71,4135.57,15575.0,False,True,Unemployed,High,0.0,True,70000,36711.3,29922.75,19303.73,4194.64,14222.11,12141.8,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.7142857142857143
52,120486.06,4848.18,13620.48,26146.92,True,False,Self-Employed,High,38889.46,False,238000,106600.2,26430.71,19942.71,24063.96,11524.39,18801.46,"['pay_off_debt', 'invest_for_retirement']",0.8285714285714286
20,145816.46,711.28,19640.4,30719.28,False,True,Part-Time,Low,0.0,True,14000,10563.53,7360.89,4311.52,26388.51,45775.86,62238.41,[],0.6285714285714286
21,56147.18,1277.63,16641.18,18363.16,False,True,Unemployed,Low,12594.12,True,21000,23907.0,38650.22,18061.53,19195.95,44007.75,11852.42,"['invest_for_retirement', 'buy_a_home']",0.5714285714285714
39,78748.58,4994.38,14720.73,921.13,True,False,Unemployed,Medium,68016.7,True,147000,27854.14,18994.02,25660.63,47589.69,12739.99,7828.75,[],0.4857142857142857
23,88049.9,2474.72,10113.05,22674.4,True,True,Unemployed,Medium,0.0,False,35000,23767.66,13135.9,8669.94,31458.86,24152.86,81753.59,[],0.7142857142857143
43,94286.4,1968.85,17243.57,990.61,True,False,Employed,Medium,0.0,False,175000,70683.25,28783.75,17949.63,31360.99,14003.74,6280.48,"['pay_off_debt', 'buy_a_home']",1.0
65,128730.42,3700.23,10284.22,18838.73,False,False,Self-Employed,High,0.0,True,329000,32691.78,16198.26,29287.69,15586.01,20611.34,61932.72,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.6571428571428571
57,72156.3,1461.53,3598.11,37388.35,True,False,Employed,Medium,33474.71,True,273000,12778.86,36122.41,38659.82,23647.04,24751.34,79770.11,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.5428571428571428
30,99466.44,2829.29,128.86,38238.01,False,False,Retired,Low,0.0,False,84000,88706.3,8656.92,4532.22,949.0,10394.34,17381.51,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.5142857142857142
26,135266.95,1027.69,15991.56,20242.49,True,True,Unemployed,Low,42145.32,True,56000,57547.66,215.02,30931.36,24980.57,34255.04,20529.4,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.37142857142857144
62,146965.62,3572.99,16031.35,44154.88,False,False,Retired,Low,81304.8,True,308000,194477.94,16253.92,30869.92,26896.28,11857.62,8557.6,[],0.6571428571428571
23,142135.71,4587.63,12804.51,4145.92,False,True,Unemployed,Medium,0.0,True,35000,11313.14,37728.24,52.46,43004.23,12345.01,95525.26,['invest_for_retirement'],0.7314285714285714
18,125219.87,3660.34,4095.49,7749.55,True,True,Part-Time,Medium,0.0,True,0,0.0,3492.62,6666.73,32562.04,39937.57,80481.32,"['buy_a_home', 'pay_off_debt']",0.6
30,101838.97,1248.99,5127.06,37214.47,False,True,Part-Time,Low,6630.44,True,84000,82168.37,35099.21,31344.76,16573.5,46432.97,61567.8,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.7142857142857143
29,57382.74,3707.47,6899.21,18531.82,True,True,Unemployed,Low,0.0,False,77000,12613.86,16853.06,30610.52,6845.72,21212.8,72401.75,[],0.4857142857142857
38,124053.16,2157.53,17208.07,18125.75,False,False,Unemployed,Low,42293.32,False,140000,29350.94,3491.0,34460.27,45820.31,4828.98,68457.86,['invest_for_retirement'],0.6285714285714286
50,145178.9,4566.96,8602.1,32242.54,True,False,Employed,High,55975.51,True,224000,173817.03,2063.24,15983.51,19160.08,30323.35,98309.36,['buy_a_home'],0.5714285714285714
20,97158.43,3556.06,14509.95,27541.67,True,True,Unemployed,Low,0.0,True,14000,13527.93,21429.2,33579.5,25099.41,40964.66,80.83,[],0.6571428571428571
20,118418.53,3778.12,12035.7,16156.9,False,True,Unemployed,High,0.0,True,14000,135.49,806.63,24728.94,23013.26,47049.01,78962.79,[],0.5142857142857142
93,117850.24,3629.58,1028.86,23725.95,False,False,Employed,Low,0.0,True,525000,438160.83,25205.58,17893.88,32629.49,47279.93,20226.62,[],0.8
43,71931.42,643.41,3600.22,48811.89,True,False,Retired,Low,23351.64,True,175000,16858.0,27157.42,27704.23,10335.61,25131.89,29476.1,"['invest_for_retirement', 'buy_a_home']",0.5428571428571428
57,43516.73,2545.73,3143.19,21168.02,False,False,Retired,Low,74875.08,True,273000,120637.66,6082.47,2693.87,1118.61,28048.92,88302.14,[],0.45714285714285713
23,110201.07,2672.28,2143.62,9544.02,False,True,Part-Time,High,0.0,True,35000,41912.26,7464.47,29856.95,38275.34,25812.13,19107.86,"['invest_for_retirement', 'pay_off_debt']",0.6571428571428571
53,80144.62,859.37,14696.99,12883.8,False,False,Unemployed,Medium,0.0,True,245000,152754.2,21857.57,4230.02,30841.52,6764.32,97185.12,[],0.9142857142857143
38,38689.05,4146.49,1060.88,21657.32,True,False,Retired,High,56533.68,True,140000,163118.12,15485.11,5269.04,41698.18,23321.6,9122.12,"['pay_off_debt', 'invest_for_retirement']",0.37142857142857144
41,143695.76,3504.94,9369.79,7428.14,True,False,Retired,High,39160.23,True,161000,115785.95,2542.32,25196.43,15769.28,18902.41,37764.24,[],0.6
30,125777.78,1211.86,14433.28,28391.45,True,False,Unemployed,High,0.0,True,84000,10941.72,36138.87,11389.18,4256.41,35352.23,44534.01,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.7142857142857143
88,127500.19,4607.79,13071.23,23221.55,False,False,Retired,Low,0.0,True,490000,221976.02,83.99,647.38,46082.65,8164.96,2037.16,[],0.8
49,141885.91,3386.99,7970.0,34084.03,True,False,Retired,Medium,0.0,True,217000,21177.43,7766.31,31138.31,15638.98,1681.83,27309.89,['pay_off_debt'],0.7714285714285715
31,86478.35,1951.13,14059.28,1869.66,False,True,Unemployed,High,0.0,True,91000,54498.01,14070.82,10335.3,8203.35,13199.13,31274.03,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.8571428571428571
34,32211.59,3160.52,311.83,12611.24,True,False,Self-Employed,Medium,0.0,True,112000,38631.19,7343.97,19785.67,12917.75,47933.98,82859.45,[],0.45714285714285713
62,57956.27,2136.27,13298.74,9788.66,False,False,Employed,Medium,0.0,True,308000,172892.64,20579.5,27554.86,17649.54,23416.9,80360.44,[],0.6571428571428571
45,68830.93,1163.98,16294.43,23175.67,True,False,Retired,High,0.0,True,189000,132640.89,9419.4,3817.09,41882.28,8005.53,58824.99,['buy_a_home'],0.9142857142857143
40,35080.8,3408.25,11905.35,33077.38,False,False,Unemployed,Low,693.35,True,154000,104855.26,921.9,3343.09,20682.11,49049.24,84593.32,[],0.4
19,59019.52,3554.21,6529.02,44527.84,False,True,Unemployed,Low,6818.44,False,7000,6954.56,39235.4,4229.32,1432.37,28908.85,90764.93,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.37142857142857144
53,82657.48,3861.91,5586.88,8252.41,False,False,Unemployed,High,0.0,True,245000,274160.77,24475.08,10773.09,2089.99,37024.35,48883.93,[],0.5428571428571428
32,78497.57,4105.3,18185.01,205.28,True,False,Employed,High,0.0,True,98000,63441.75,37764.8,5867.61,31197.0,29221.02,92704.0,['invest_for_retirement'],0.8
21,86489.3,643.55,419.17,24484.41,True,True,Part-Time,High,60258.46,True,21000,17445.28,38977.22,7078.97,41479.96,28065.25,27640.54,"['invest_for_retirement', 'pay_off_debt']",0.6857142857142857
63,108492.89,646.16,7874.14,34046.74,True,False,Employed,Low,0.0,True,315000,44808.3,21873.76,16003.55,34722.12,39389.45,92250.94,[],0.7714285714285715
52,30841.8,2057.4,793.82,3528.12,False,False,Self-Employed,Low,94184.77,True,238000,95701.23,2644.58,16549.18,1821.92,13753.75,80926.64,"['pay_off_debt', 'invest_for_retirement']",0.2
